zipcode,relative_income,relative_income_dispersion,income_category,inequality_category
2642,35185.5,25703.920088188883,Upper Medium Income,Moderate Inequality
2644,29403.33333333333,22544.67253846608,Upper Medium Income,Moderate Inequality
2645,79864.16666666667,56277.35153120362,Upper Medium Income,High Inequality
2646,26919.166666666668,34013.04166590614,Upper Medium Income,Moderate Inequality
2648,59542.16666666666,43810.94706767552,Upper Medium Income,High Inequality
2649,146585.83333333334,134008.01570863836,High Income,High Inequality
2650,14756.166666666666,22168.791599152773,Upper Medium Income,Moderate Inequality
2653,57568.833333333336,62916.70665702923,Upper Medium Income,High Inequality
2655,86322.0,158866.6378268263,Upper Medium Income,High Inequality
2657,45499.833333333336,54923.45609816144,Upper Medium Income,High Inequality
2659,11482.5,11099.461441889873,Upper Medium Income,Moderate Inequality
2660,45272.66666666666,28074.65012901615,Upper Medium Income,Moderate Inequality
2664,63464.833333333336,30998.152354078567,Upper Medium Income,Moderate Inequality
2667,32144.83333333333,34859.17421521438,Upper Medium Income,Moderate Inequality
2668,32223.0,31292.34475075334,Upper Medium Income,Moderate Inequality
2670,15578.333333333334,15014.136760622194,Upper Medium Income,Moderate Inequality
2671,12788.666666666666,12506.41578817315,Upper Medium Income,Moderate Inequality
2673,52006.0,19653.22100827241,Upper Medium Income,Moderate Inequality
2675,59926.333333333336,49420.59510231202,Upper Medium Income,High Inequality
2702,32461.33333333333,26317.59611869341,Upper Medium Income,Moderate Inequality
2703,290343.3333333333,183266.29358686408,Very High Income,High Inequality
2715,27587.666666666668,24247.123793692863,Upper Medium Income,Moderate Inequality
2717,36969.5,28503.071973034766,Upper Medium Income,Moderate Inequality
2718,42080.333333333336,33629.121354365874,Upper Medium Income,Moderate Inequality
2719,99876.83333333331,56137.56666410351,Upper Medium Income,High Inequality
2720,138236.0,57193.301118225376,Upper Medium Income,High Inequality
2721,89258.66666666667,45583.171739872014,Upper Medium Income,High Inequality
2723,50552.16666666666,27238.05085109188,Upper Medium Income,Moderate Inequality
2724,60353.16666666666,31825.510084940768,Upper Medium Income,Moderate Inequality
2725,15468.833333333334,9814.96749697454,Upper Medium Income,Moderate Inequality
2726,103076.66666666669,74041.84832827086,Upper Medium Income,High Inequality
2738,79467.83333333333,119486.55455642978,Upper Medium Income,High Inequality
2739,79900.33333333333,97247.32827521108,Upper Medium Income,High Inequality
2740,158145.0,70745.72641227172,High Income,High Inequality
2743,70573.16666666667,46940.23003955847,Upper Medium Income,High Inequality
2744,40561.0,21852.543092281045,Upper Medium Income,Moderate Inequality
2745,118374.5,64730.58409361065,Upper Medium Income,High Inequality
2746,44110.833333333336,30481.60513107317,Upper Medium Income,Moderate Inequality
2747,151065.66666666666,121627.36571786249,High Income,High Inequality
2748,115458.83333333331,124497.85307613408,Upper Medium Income,High Inequality
2760,231009.66666666663,202745.02040510555,Very High Income,High Inequality
2762,78889.5,63590.223106229154,Upper Medium Income,High Inequality
2763,19415.5,20050.86661219409,Upper Medium Income,Moderate Inequality
2764,30246.166666666668,24422.677268609736,Upper Medium Income,Moderate Inequality
2766,142065.33333333334,118010.83594258058,High Income,High Inequality
2767,118170.66666666669,94717.8588771234,Upper Medium Income,High Inequality
2769,117775.33333333331,117311.51689866884,Upper Medium Income,High Inequality
2770,51922.0,50030.21643367136,Upper Medium Income,High Inequality
2771,126313.66666666669,104364.942354541,Upper Medium Income,High Inequality
2777,119507.5,87385.74751239472,Upper Medium Income,High Inequality
2779,52241.16666666666,43468.483743589066,Upper Medium Income,High Inequality
2780,263381.1666666667,130277.20486472936,Very High Income,High Inequality
2790,131195.0,101754.8555814414,Upper Medium Income,High Inequality
2804,17055.666666666668,11008.644033970151,Upper Medium Income,Moderate Inequality
2806,268385.3333333333,442348.8415319596,Very High Income,High Inequality
2808,11876.166666666666,6406.076909206341,Upper Medium Income,Low Inequality
2809,146596.83333333334,110382.54759592508,High Income,High Inequality
2812,9434.166666666666,9238.39545411792,Lower Medium Income,Moderate Inequality
2813,71254.33333333333,61740.756877986736,Upper Medium Income,High Inequality
2814,54081.0,39642.09407687742,Upper Medium Income,High Inequality
2815,1885.3333333333333,2965.4850980348338,Lower Medium Income,Low Inequality
2816,211189.3333333333,138058.0940237358,Very High Income,High Inequality
2817,50445.5,42315.65924217653,Upper Medium Income,High Inequality
2818,249837.3333333333,354330.8308988461,Very High Income,High Inequality
2822,51955.333333333336,45173.634415072986,Upper Medium Income,High Inequality
2825,38337.333333333336,31086.309428214,Upper Medium Income,Moderate Inequality
2827,15436.0,12538.762809783108,Upper Medium Income,Moderate Inequality
2828,57293.16666666666,46669.91626054912,Upper Medium Income,High Inequality
2830,40687.0,27727.559993623672,Upper Medium Income,Moderate Inequality
2831,33943.5,28814.43241675949,Upper Medium Income,Moderate Inequality
2832,30934.33333333333,25197.23736973295,Upper Medium Income,Moderate Inequality
2833,3026.1666666666665,2845.287501583393,Lower Medium Income,Low Inequality
2835,96935.83333333331,155226.4089018575,Upper Medium Income,High Inequality
2837,33564.833333333336,35705.395180093816,Upper Medium Income,Moderate Inequality
2838,16680.333333333332,7762.603858671822,Upper Medium Income,Moderate Inequality
2839,10754.833333333334,6597.693215561532,Upper Medium Income,Low Inequality
2840,179946.0,176289.47750333825,High Income,High Inequality
2842,121514.5,87577.40003619656,Upper Medium Income,High Inequality
2852,237436.16666666663,246750.1361567338,Very High Income,High Inequality
2857,67357.16666666667,54489.69161746712,Upper Medium Income,High Inequality
2858,3550.1666666666665,3766.463349969925,Lower Medium Income,Low Inequality
2859,36032.16666666666,22710.56457613211,Upper Medium Income,Moderate Inequality
2860,170167.0,76998.34209643738,High Income,High Inequality
2861,126488.83333333331,64270.775447062,Upper Medium Income,High Inequality
2863,48920.333333333336,40296.00403348534,Upper Medium Income,High Inequality
2864,268056.6666666667,210113.9626694682,Very High Income,High Inequality
2865,170862.33333333334,170828.86673120168,High Income,High Inequality
2871,163762.66666666666,164418.5412326319,High Income,High Inequality
2874,71666.33333333333,95502.34522705014,Upper Medium Income,High Inequality
2875,2070.0,1886.132551015437,Lower Medium Income,Low Inequality
2876,7745.333333333333,3942.712704048656,Lower Medium Income,Low Inequality
2878,122912.0,89218.353037926,Upper Medium Income,High Inequality
2879,192862.16666666663,193011.4237079419,High Income,High Inequality
2881,16916.166666666668,15211.531013236856,Upper Medium Income,Moderate Inequality
2882,146500.66666666666,190687.45287581632,High Income,High Inequality
2885,73274.66666666667,42046.221940462936,Upper Medium Income,High Inequality
2886,198486.0,120071.79096690446,High Income,High Inequality
2888,121971.66666666669,71579.12415409026,Upper Medium Income,High Inequality
2889,165857.33333333334,84193.15494662654,High Income,High Inequality
2891,177596.5,144887.22043403276,High Income,High Inequality
2892,42243.5,37712.71485189047,Upper Medium Income,Moderate Inequality
2893,150857.83333333334,69830.01682777017,High Income,High Inequality
2894,4784.5,5147.086156263561,Lower Medium Income,Low Inequality
2895,155643.0,70894.72358081384,High Income,High Inequality
2896,77216.16666666667,59211.73722638668,Upper Medium Income,High Inequality
2898,13775.333333333334,9768.338337028805,Upper Medium Income,Moderate Inequality
2903,96500.5,130653.2024494616,Upper Medium Income,High Inequality
2904,148393.83333333334,54281.67404720185,High Income,High Inequality
2905,112894.0,37969.74696781636,Upper Medium Income,Moderate Inequality
2906,290204.1666666667,403991.5441240901,Very High Income,High Inequality
2907,84089.83333333333,63981.64730425958,Upper Medium Income,High Inequality
2908,139174.66666666666,52794.66078560091,Upper Medium Income,High Inequality
2909,131195.0,86836.39289836952,Upper Medium Income,High Inequality
2910,108696.16666666669,54784.71424555089,Upper Medium Income,High Inequality
2911,85800.83333333333,44974.43956478687,Upper Medium Income,High Inequality
2914,98650.66666666669,42715.14018081489,Upper Medium Income,High Inequality
2915,92736.5,50712.57319343991,Upper Medium Income,High Inequality
2916,62864.0,43370.389479459365,Upper Medium Income,High Inequality
2917,92801.16666666669,70309.15286480606,Upper Medium Income,High Inequality
2919,171679.66666666666,88411.77943841343,High Income,High Inequality
2920,197973.16666666663,92805.35766951532,High Income,High Inequality
2921,125930.83333333331,135477.54485141317,Upper Medium Income,High Inequality
3031,144784.5,193600.1716701201,High Income,High Inequality
3032,62592.66666666666,71417.9197615463,Upper Medium Income,High Inequality
3033,51189.66666666666,55661.72513915345,Upper Medium Income,High Inequality
3034,35232.0,29100.732361918315,Upper Medium Income,Moderate Inequality
3036,46886.5,46845.53012081303,Upper Medium Income,High Inequality
3037,36866.5,30901.42289118739,Upper Medium Income,Moderate Inequality
3038,226262.66666666663,145920.01987207468,Very High Income,High Inequality
3042,49165.833333333336,36971.33398954745,Upper Medium Income,Moderate Inequality
3043,13507.833333333334,11741.038973049475,Upper Medium Income,Moderate Inequality
3044,34097.166666666664,26084.251596828813,Upper Medium Income,Moderate Inequality
3045,98964.16666666669,77600.76120094872,Upper Medium Income,High Inequality
3046,25813.166666666668,24660.86557618501,Upper Medium Income,Moderate Inequality
3047,10039.833333333334,6184.050692439921,Lower Medium Income,Low Inequality
3048,20752.666666666668,11729.107138510872,Upper Medium Income,Moderate Inequality
3049,140433.16666666666,233887.1570389589,High Income,High Inequality
3051,191381.16666666663,145346.24859750137,High Income,High Inequality
3052,72119.83333333333,66689.20095312785,Upper Medium Income,High Inequality
3053,218695.3333333333,193143.4253125554,Very High Income,High Inequality
3054,231676.8333333333,200263.2164421781,Very High Income,High Inequality
3055,106522.83333333331,72595.19290536163,Upper Medium Income,High Inequality
3057,28908.5,34627.799876688674,Upper Medium Income,Moderate Inequality
3060,140753.83333333334,57970.91329422598,High Income,High Inequality
3062,263689.1666666667,241143.8861646023,Very High Income,High Inequality
3063,130710.66666666669,93309.08720305147,Upper Medium Income,High Inequality
3064,110339.66666666669,75110.09155544058,Upper Medium Income,High Inequality
3070,53124.66666666666,51829.15288007963,Upper Medium Income,High Inequality
3071,32927.833333333336,20776.90796453281,Upper Medium Income,Moderate Inequality
3076,126106.66666666669,118738.84241757904,Upper Medium Income,High Inequality
3077,67554.5,45236.20021951446,Upper Medium Income,High Inequality
3079,264423.6666666667,221669.18647089103,Very High Income,High Inequality
3082,11949.333333333334,8231.589510335574,Upper Medium Income,Moderate Inequality
3084,9545.333333333334,7300.476715028044,Lower Medium Income,Moderate Inequality
3086,29998.83333333333,20146.497674947543,Upper Medium Income,Moderate Inequality
3087,225102.3333333333,354180.5826810198,Very High Income,High Inequality
3101,25221.83333333333,16801.697240655976,Upper Medium Income,Moderate Inequality
3102,157378.33333333334,65712.0378581175,High Income,High Inequality
3103,163859.66666666666,76430.03616554599,High Income,High Inequality
3104,225776.5,134720.7646678863,Very High Income,High Inequality
3106,111269.33333333331,85517.33020076496,Upper Medium Income,High Inequality
3109,72122.33333333333,47647.74633355356,Upper Medium Income,High Inequality
3110,404694.8333333333,701041.5026919352,Very High Income,High Inequality
3216,14412.666666666666,7921.750076003828,Upper Medium Income,Moderate Inequality
3217,11814.166666666666,4481.549527414225,Upper Medium Income,Low Inequality
3218,7104.166666666667,7244.786854467608,Lower Medium Income,Moderate Inequality
3220,39668.333333333336,17350.241055001705,Upper Medium Income,Moderate Inequality
3221,15369.5,10426.077953861652,Upper Medium Income,Moderate Inequality
3222,36942.16666666666,20286.32252939568,Upper Medium Income,Moderate Inequality
3223,26104.0,15218.695160886824,Upper Medium Income,Moderate Inequality
3224,19327.166666666668,14213.872370563437,Upper Medium Income,Moderate Inequality
